_id,ilce_adi,mahalle_adi,mahalle_uavt,1980_oncesi,1980-2000_arasi,2000_sonrasi,1-4 kat_arasi,5-9 kat_arasi,9-19 kat_arasi,_id_s,ilce_adi_s,mahalle_adi_s,mahalle_koy_uavt,cok_agir_hasarli_bina_sayisi,agir_hasarli_bina_sayisi,orta_hasarli_bina_sayisi,hafif_hasarli_bina_sayisi,can_kaybi_sayisi,agir_yarali_sayisi,hastanede_tedavi_sayisi,hafif_yarali_sayisi,dogalgaz_boru_hasari,icme_suyu_boru_hasari,atik_su_boru_hasari,gecici_barinma,n_bldg,heavy,dmg_any,heavy_ratio
803,ÞÝLE,ÝMRENLÝ,191875,7,358,126,487,4,0,803,ÞÝLE,ÝMRENLÝ,191875,0,2,14,49,0,0,0,0,0,0,0,10,491,2,65,0.004073319755600814
804,ÞÝLE,ÝSAKÖY,191913,45,51,30,126,0,0,804,ÞÝLE,ÝSAKÖY,191913,1,1,10,20,0,0,0,0,0,0,0,11,126,2,32,0.015873015873015872
805,ÞÝLE,KABAKOZ,191877,7,444,185,631,5,0,805,ÞÝLE,KABAKOZ,191877,1,4,23,75,0,0,0,0,0,0,0,19,636,5,103,0.007861635220125786
806,ÞÝLE,KADIKÖY,191915,0,83,11,94,0,0,806,ÞÝLE,KADIKÖY,191915,0,0,2,9,0,0,0,0,0,0,0,2,94,0,11,0.0
807,ÞÝLE,KALEM,191917,55,116,26,197,0,0,807,ÞÝLE,KALEM,191917,0,1,9,28,0,0,0,0,0,0,0,10,197,1,38,0.005076142131979695
808,ÞÝLE,KARABEYLÝ,191879,1,116,15,131,1,0,808,ÞÝLE,KARABEYLÝ,191879,0,1,6,18,0,0,0,0,0,0,0,7,132,1,25,0.007575757575757576
809,ÞÝLE,KARACAKÖY,191881,4,205,61,268,2,0,809,ÞÝLE,KARACAKÖY,191881,0,1,7,25,0,0,0,0,0,0,0,6,270,1,33,0.003703703703703704
810,ÞÝLE,KARAKÝRAZ,191957,12,182,45,239,0,0,810,ÞÝLE,KARAKÝRAZ,191957,0,1,7,23,0,0,0,0,0,0,0,5,239,1,31,0.0041841004184100415
811,ÞÝLE,KARAMANDERE,191883,6,127,26,159,0,0,811,ÞÝLE,KARAMANDERE,191883,0,1,6,18,0,0,0,0,0,0,0,8,159,1,25,0.006289308176100629
812,ÞÝLE,KERVANSARAY,191959,15,118,24,157,0,0,812,ÞÝLE,KERVANSARAY,191959,0,1,7,19,0,0,0,0,0,0,0,7,157,1,27,0.006369426751592357
813,ÞÝLE,KIZILCA,191885,140,158,83,370,11,0,813,ÞÝLE,KIZILCA,191885,1,3,16,49,0,0,0,0,0,0,0,16,381,4,69,0.010498687664041995
814,ÞÝLE,KORUCU,191887,3,105,22,130,0,0,814,ÞÝLE,KORUCU,191887,0,1,4,13,0,0,0,0,0,0,0,4,130,1,18,0.007692307692307693
815,ÞÝLE,KÖMÜRLÜK,191961,27,72,12,111,0,0,815,ÞÝLE,KÖMÜRLÜK,191961,0,0,2,9,0,0,0,0,0,0,0,2,111,0,11,0.0
816,ÞÝLE,KUMBABA,40957,0,717,422,1137,2,0,816,ÞÝLE,KUMBABA,40957,1,5,52,154,0,0,0,0,1,1,1,56,1139,6,212,0.0052677787532923615
817,ÞÝLE,KURFALLI,191919,0,50,236,285,1,0,817,ÞÝLE,KURFALLI,191919,0,1,9,30,0,0,0,0,0,0,0,7,286,1,40,0.0034965034965034965
818,ÞÝLE,KURNA,191963,16,201,37,253,1,0,818,ÞÝLE,KURNA,191963,0,0,5,21,0,0,0,0,0,0,0,4,254,0,26,0.0
819,ÞÝLE,MEÞRUTÝYET,191889,2,262,109,364,9,0,819,ÞÝLE,MEÞRUTÝYET,191889,0,1,12,40,0,0,0,0,0,0,0,11,373,1,53,0.002680965147453083
820,ÞÝLE,ORUÇOÐLU,191965,47,124,22,193,0,0,820,ÞÝLE,ORUÇOÐLU,191965,1,3,16,36,0,0,0,0,0,0,0,19,193,4,56,0.02072538860103627
821,ÞÝLE,OSMANKÖY,191935,6,118,14,138,0,0,821,ÞÝLE,OSMANKÖY,191935,1,2,8,20,0,0,0,0,0,0,0,10,138,3,31,0.021739130434782608
822,ÞÝLE,OVACIK,191891,2,71,24,97,0,0,822,ÞÝLE,OVACIK,191891,0,1,4,12,0,0,0,0,0,0,0,4,97,1,17,0.010309278350515464
823,ÞÝLE,SAHÝLKÖY,191967,4,10,977,991,0,0,823,ÞÝLE,SAHÝLKÖY,191967,0,2,26,94,0,0,0,0,0,0,0,23,991,2,122,0.0020181634712411706
824,ÞÝLE,SATMAZLI,191893,3,196,42,241,0,0,824,ÞÝLE,SATMAZLI,191893,1,2,10,30,0,0,0,0,0,0,0,11,241,3,43,0.012448132780082987
825,ÞÝLE,SOFULAR,191969,12,125,72,209,0,0,825,ÞÝLE,SOFULAR,191969,0,0,5,19,0,0,0,0,0,0,0,5,209,0,24,0.0
826,ÞÝLE,SOÐULLU,191921,68,59,8,135,0,0,826,ÞÝLE,SOÐULLU,191921,1,2,9,23,0,0,0,0,0,0,0,10,135,3,35,0.022222222222222223
827,ÞÝLE,SORTULLU,191937,0,48,4,52,0,0,827,ÞÝLE,SORTULLU,191937,0,1,3,8,0,0,0,0,0,0,0,5,52,1,12,0.019230769230769232
828,ÞÝLE,ÞUAYÝPLÝ,191923,37,69,125,231,0,0,828,ÞÝLE,ÞUAYÝPLÝ,191923,0,0,7,25,0,0,0,0,0,0,0,6,231,0,32,0.0
829,ÞÝLE,TEKE,16816,3,226,36,265,0,0,829,ÞÝLE,TEKE,16816,1,3,16,41,0,0,0,0,0,0,0,20,265,4,61,0.01509433962264151
830,ÞÝLE,ULUPELÝT,191971,0,139,29,168,0,0,830,ÞÝLE,ULUPELÝT,191971,1,2,10,27,0,0,0,0,0,0,0,12,168,3,40,0.017857142857142856
831,ÞÝLE,ÜVEZLÝ,191973,5,161,84,250,0,0,831,ÞÝLE,ÜVEZLÝ,191973,0,0,4,16,0,0,0,0,0,0,0,3,250,0,20,0.0
832,ÞÝLE,YAKA,191939,0,85,18,103,0,0,832,ÞÝLE,YAKA,191939,1,2,8,19,0,0,0,0,0,0,0,10,103,3,30,0.02912621359223301
833,ÞÝLE,YAYLALI,191941,0,48,9,56,1,0,833,ÞÝLE,YAYLALI,191941,0,1,3,9,0,0,0,0,0,0,0,4,57,1,13,0.017543859649122806
834,ÞÝLE,YAZIMANAYIR,191943,4,107,11,122,0,0,834,ÞÝLE,YAZIMANAYIR,191943,0,2,7,20,0,0,0,0,0,0,0,9,122,2,29,0.01639344262295082
835,ÞÝLE,YENÝKÖY,191895,0,142,15,156,1,0,835,ÞÝLE,YENÝKÖY,191895,0,1,7,20,0,0,0,0,0,0,0,10,157,1,28,0.006369426751592357
836,ÞÝLE,YEÞÝLVADÝ,191945,5,111,20,136,0,0,836,ÞÝLE,YEÞÝLVADÝ,191945,0,1,4,13,0,0,0,0,0,0,0,4,136,1,18,0.007352941176470588
837,ÞÝÞLÝ,19.May,40685,389,190,49,90,437,101,837,ÞÝÞLÝ,19 MAYIS,40685,2,5,24,131,2,1,7,14,0,0,0,145,628,7,162,0.011146496815286623
838,ÞÝÞLÝ,BOZKURT,40687,480,377,32,148,710,31,838,ÞÝÞLÝ,BOZKURT,40687,3,7,37,187,2,1,6,13,0,0,0,174,889,10,234,0.01124859392575928
839,ÞÝÞLÝ,CUMHURÝYET,40688,278,241,56,94,425,56,839,ÞÝÞLÝ,CUMHURÝYET,40688,2,4,21,122,2,1,5,10,0,0,0,96,575,6,149,0.010434782608695653
840,ÞÝÞLÝ,DUATEPE,40689,264,291,18,69,496,8,840,ÞÝÞLÝ,DUATEPE,40689,2,4,22,118,1,1,5,9,0,0,0,115,573,6,146,0.010471204188481676
841,ÞÝÞLÝ,ERGENEKON,40690,165,272,22,193,190,76,841,ÞÝÞLÝ,ERGENEKON,40690,1,5,23,98,1,1,3,6,0,0,0,48,459,6,127,0.013071895424836602
842,ÞÝÞLÝ,ESENTEPE,40691,486,194,88,319,351,98,842,ÞÝÞLÝ,ESENTEPE,40691,2,7,33,145,0,0,3,10,1,0,1,116,768,9,187,0.01171875
843,ÞÝÞLÝ,ESKÝÞEHÝR,40692,502,523,97,510,595,17,843,ÞÝÞLÝ,ESKÝÞEHÝR,40692,4,14,69,248,3,2,8,17,0,0,0,286,1122,18,335,0.016042780748663103
844,ÞÝÞLÝ,FERÝKÖY,40693,383,377,88,148,693,7,844,ÞÝÞLÝ,FERÝKÖY,40693,3,7,37,182,3,2,8,17,0,0,0,229,848,10,229,0.01179245283018868
845,ÞÝÞLÝ,FULYA,40694,426,379,63,126,656,86,845,ÞÝÞLÝ,FULYA,40694,2,5,26,166,3,1,10,20,0,1,1,192,868,7,199,0.008064516129032258
846,ÞÝÞLÝ,GÜLBAHAR,40695,437,429,89,216,618,121,846,ÞÝÞLÝ,GÜLBAHAR,40695,2,7,37,176,3,1,9,19,0,0,0,313,955,9,222,0.009424083769633508
847,ÞÝÞLÝ,HALASKARGAZÝ,40698,230,91,34,55,261,39,847,ÞÝÞLÝ,HALASKARGAZÝ,40698,1,3,15,80,0,0,2,4,0,0,0,31,355,4,99,0.011267605633802818
848,ÞÝÞLÝ,HALÝDE EDÝP ADIVAR,40696,240,454,90,210,537,37,848,ÞÝÞLÝ,HALÝDE EDÝP ADIVAR,40696,2,6,33,154,2,0,6,15,0,0,0,266,784,8,195,0.01020408163265306
849,ÞÝÞLÝ,HALÝL RIFAT PAÞA,40697,83,249,49,258,123,0,849,ÞÝÞLÝ,HALÝL RIFAT PAÞA,40697,1,5,22,80,1,0,3,7,0,0,0,101,381,6,108,0.015748031496062992
850,ÞÝÞLÝ,HARBÝYE,40699,142,129,53,116,159,49,850,ÞÝÞLÝ,HARBÝYE,40699,1,3,15,68,0,0,1,3,0,0,0,39,324,4,87,0.012345679012345678
851,ÞÝÞLÝ,ÝNÖNÜ,40711,411,320,56,470,270,47,851,ÞÝÞLÝ,ÝNÖNÜ,40711,3,11,49,172,1,0,3,7,0,0,0,104,787,14,235,0.017789072426937738
852,ÞÝÞLÝ,ÝZZET PAÞA,40712,345,242,16,199,389,15,852,ÞÝÞLÝ,ÝZZET PAÞA,40712,2,6,30,118,2,1,5,10,0,0,0,158,603,8,156,0.013266998341625208
853,ÞÝÞLÝ,KAPTANPAÞA,40701,49,30,22,54,23,24,853,ÞÝÞLÝ,KAPTANPAÞA,40701,0,1,5,20,0,0,1,2,0,0,0,54,101,1,26,0.009900990099009901
854,ÞÝÞLÝ,KUÞTEPE,40702,993,701,66,1335,404,21,854,ÞÝÞLÝ,KUÞTEPE,40702,5,22,104,343,4,3,13,29,0,0,0,397,1760,27,474,0.01534090909090909
855,ÞÝÞLÝ,MAHMUT ÞEVKET PAÞA,40703,606,502,40,335,795,18,855,ÞÝÞLÝ,MAHMUT ÞEVKET PAÞA,40703,4,13,64,255,5,3,15,31,0,0,1,440,1148,17,336,0.014808362369337979
856,ÞÝÞLÝ,MECÝDÝYEKÖY,40705,612,437,46,306,694,95,856,ÞÝÞLÝ,MECÝDÝYEKÖY,40705,3,8,42,206,4,1,11,24,0,0,0,286,1095,11,259,0.01004566210045662
857,ÞÝÞLÝ,MERKEZ,40706,839,451,89,301,1007,71,857,ÞÝÞLÝ,MERKEZ,40706,4,10,54,284,3,1,10,21,1,1,1,194,1379,14,352,0.01015228426395939
858,ÞÝÞLÝ,MEÞRUTÝYET,40707,600,300,41,96,764,81,858,ÞÝÞLÝ,MEÞRUTÝYET,40707,7,13,58,263,4,2,10,18,0,0,0,188,941,20,341,0.021253985122210415
859,ÞÝÞLÝ,PAÞA,40708,682,618,221,891,623,7,859,ÞÝÞLÝ,PAÞA,40708,5,21,93,325,4,2,12,27,0,0,1,410,1521,26,444,0.017094017094017096
860,ÞÝÞLÝ,TEÞVÝKÝYE,40709,449,369,58,145,656,75,860,ÞÝÞLÝ,TEÞVÝKÝYE,40709,3,6,30,180,2,1,7,15,0,0,0,155,876,9,219,0.010273972602739725
861,ÞÝÞLÝ,YAYLA,40710,510,321,118,553,391,5,861,ÞÝÞLÝ,YAYLA,40710,4,14,65,212,3,2,9,20,0,0,0,308,949,18,295,0.018967334035827187
862,TUZLA,AKFIRAT,40725,0,0,480,475,5,0,862,TUZLA,AKFIRAT,40725,1,11,65,117,0,0,0,2,0,0,0,142,480,12,194,0.025
863,TUZLA,ANADOLU,40730,0,40,160,193,7,0,863,TUZLA,ANADOLU,40730,0,4,23,48,0,0,0,1,0,0,0,43,200,4,75,0.02
864,TUZLA,AYDINLI,40720,158,2730,2258,4130,844,172,864,TUZLA,AYDINLI,40720,41,176,821,1481,22,12,87,188,2,3,9,3467,5146,217,2519,0.04216867469879518
865,TUZLA,AYDINTEPE,40717,140,699,615,744,592,118,865,TUZLA,AYDINTEPE,40717,11,38,191,458,12,6,34,72,1,1,2,1119,1454,49,698,0.03370013755158184
866,TUZLA,CAMÝ,40724,170,457,283,809,100,1,866,TUZLA,CAMÝ,40724,26,73,250,278,11,6,33,61,1,1,2,729,910,99,627,0.1087912087912088
867,TUZLA,EVLÝYA ÇELEBÝ,40718,88,590,554,871,360,1,867,TUZLA,EVLÝYA ÇELEBÝ,40718,19,65,255,395,9,4,27,56,1,1,3,931,1232,84,734,0.06818181818181818
868,TUZLA,FATÝH,40731,0,61,271,303,29,0,868,TUZLA,FATÝH,40731,1,5,32,72,0,0,0,0,0,0,0,43,332,6,110,0.018072289156626505
869,TUZLA,ÝÇMELER,40716,269,713,198,908,271,1,869,TUZLA,ÝÇMELER,40716,14,43,193,344,8,5,27,54,0,0,1,725,1180,57,594,0.048305084745762714
870,TUZLA,ÝSTASYON,40723,301,398,664,894,469,0,870,TUZLA,ÝSTASYON,40723,46,98,312,450,29,19,80,149,1,2,5,1930,1363,144,906,0.10564930300807043
871,TUZLA,MESCÝT,40732,13,41,638,625,67,0,871,TUZLA,MESCÝT,40732,5,27,123,197,1,1,7,17,1,1,2,371,692,32,352,0.046242774566473986
872,TUZLA,MÝMAR SÝNAN,40721,240,1582,490,1998,262,52,872,TUZLA,MÝMAR SÝNAN,40721,77,199,586,717,57,43,159,293,1,2,5,3143,2312,276,1579,0.11937716262975778
873,TUZLA,ORHANLI,40728,81,89,1675,1693,148,4,873,TUZLA,ORHANLI,40728,12,72,332,526,1,1,6,12,0,1,4,157,1845,84,942,0.04552845528455285
874,TUZLA,ORTA,40729,2,11,967,762,216,2,874,TUZLA,ORTA,40729,3,24,138,274,1,0,4,13,0,1,1,429,980,27,439,0.027551020408163266
875,TUZLA,POSTANE,40719,719,1416,1223,3061,288,9,875,TUZLA,POSTANE,40719,56,183,737,1001,17,10,65,130,2,2,6,1878,3358,239,1977,0.07117331745086361
876,TUZLA,ÞÝFA,40722,234,1538,584,1844,483,29,876,TUZLA,ÞÝFA,40722,103,238,673,733,81,50,218,392,2,2,6,4163,2356,341,1747,0.14473684210526316
877,TUZLA,TEPEÖREN,40726,78,188,2515,2699,81,1,877,TUZLA,TEPEÖREN,40726,8,49,287,595,0,0,2,4,1,1,0,332,2781,57,939,0.020496224379719527
878,TUZLA,YAYLA,40715,387,583,740,1105,598,7,878,TUZLA,YAYLA,40715,23,65,292,553,19,12,59,121,1,1,2,1815,1710,88,933,0.05146198830409357
879,ÜMRANÝYE,ADEM YAVUZ,98684,390,927,342,1383,254,22,879,ÜMRANÝYE,ADEM YAVUZ,98684,5,24,137,356,2,1,12,28,0,0,1,599,1659,29,522,0.017480409885473176
880,ÜMRANÝYE,ALTINÞEHÝR,98685,180,1020,647,938,895,14,880,ÜMRANÝYE,ALTINÞEHÝR,98685,3,15,126,418,3,1,12,31,1,1,1,694,1847,18,562,0.009745533297238766
881,ÜMRANÝYE,ARMAÐANEVLER,98686,240,499,947,562,1002,122,881,ÜMRANÝYE,ARMAÐANEVLER,98686,2,9,87,346,1,0,9,26,0,0,1,678,1686,11,444,0.006524317912218268
882,ÜMRANÝYE,AÞAÐI DUDULLU,40742,111,845,408,1113,224,27,882,ÜMRANÝYE,AÞAÐI DUDULLU,40742,5,26,151,337,2,1,11,26,0,0,1,497,1364,31,519,0.022727272727272728
883,ÜMRANÝYE,ATAKENT,40748,24,548,416,656,290,42,883,ÜMRANÝYE,ATAKENT,40748,1,6,57,197,0,0,4,14,0,0,0,412,988,7,261,0.00708502024291498
884,ÜMRANÝYE,ATATÜRK,40735,366,518,465,519,770,60,884,ÜMRANÝYE,ATATÜRK,40735,2,7,68,276,2,1,9,23,0,0,0,423,1349,9,353,0.006671608598962194
885,ÜMRANÝYE,CEMÝL MERÝÇ,98688,325,2024,531,2618,241,21,885,ÜMRANÝYE,CEMÝL MERÝÇ,98688,14,56,284,644,7,7,24,57,1,1,1,1014,2880,70,998,0.024305555555555556
886,ÜMRANÝYE,ÇAKMAK,40738,150,464,908,394,1071,57,886,ÜMRANÝYE,ÇAKMAK,40738,1,5,52,275,0,0,5,18,0,0,1,424,1522,6,333,0.003942181340341655
887,ÜMRANÝYE,ÇAMLIK,98689,4,344,625,277,613,83,887,ÜMRANÝYE,ÇAMLIK,98689,0,3,28,161,0,0,2,8,0,0,0,209,973,3,192,0.003083247687564234
888,ÜMRANÝYE,DUMLUPINAR,98690,276,1674,517,2417,49,1,888,ÜMRANÝYE,DUMLUPINAR,98690,5,29,163,434,0,0,9,23,0,0,1,460,2467,34,631,0.013781921361978111
889,ÜMRANÝYE,ELMALIKENT,98691,90,1589,399,1816,220,42,889,ÜMRANÝYE,ELMALIKENT,98691,3,20,141,383,0,0,8,24,0,0,1,599,2078,23,547,0.011068334937439845
890,ÜMRANÝYE,ESENEVLER,98692,74,473,610,374,727,56,890,ÜMRANÝYE,ESENEVLER,98692,1,3,37,196,0,0,3,13,0,0,0,285,1157,4,237,0.003457216940363008
891,ÜMRANÝYE,ESENKENT,98709,40,997,1017,1434,601,19,891,ÜMRANÝYE,ESENKENT,98709,3,21,163,462,0,0,4,18,1,1,2,580,2054,24,649,0.011684518013631937
892,ÜMRANÝYE,ESENÞEHÝR,40747,157,894,601,1077,553,22,892,ÜMRANÝYE,ESENÞEHÝR,40747,5,24,163,414,4,1,13,31,1,1,1,692,1652,29,606,0.017554479418886198
893,ÜMRANÝYE,FATÝH SULTAN MEHMET,98693,15,57,147,107,94,18,893,ÜMRANÝYE,FATÝH SULTAN MEHMET,98693,0,2,15,54,0,0,1,3,0,0,0,73,219,2,71,0.0091324200913242
894,ÜMRANÝYE,HEKÝMBAÞI,40744,197,1140,360,1678,18,1,894,ÜMRANÝYE,HEKÝMBAÞI,40744,3,18,107,286,0,0,3,12,0,0,0,201,1697,21,414,0.012374779021803181
895,ÜMRANÝYE,HUZUR,98694,37,798,395,1089,137,4,895,ÜMRANÝYE,HUZUR,98694,2,14,108,264,0,0,5,15,0,0,1,356,1230,16,388,0.013008130081300813
896,ÜMRANÝYE,IHLAMURKUYU,40745,398,846,402,1249,379,18,896,ÜMRANÝYE,IHLAMURKUYU,40745,6,26,147,373,3,2,13,31,0,1,1,635,1646,32,552,0.019441069258809233
897,ÜMRANÝYE,ÝNKILAP,40737,240,1498,755,2020,379,94,897,ÜMRANÝYE,ÝNKILAP,40737,4,22,175,481,1,0,8,26,1,1,1,776,2493,26,682,0.010429201764941836
898,ÜMRANÝYE,ÝSTÝKLAL,40739,103,918,827,505,1266,77,898,ÜMRANÝYE,ÝSTÝKLAL,40739,2,7,69,335,1,0,7,24,0,0,1,589,1848,9,413,0.00487012987012987
899,ÜMRANÝYE,KAZIM KARABEKÝR,40743,562,1465,402,2243,183,3,899,ÜMRANÝYE,KAZIM KARABEKÝR,40743,5,25,179,459,2,0,9,25,0,0,1,580,2429,30,668,0.012350761630300536
900,ÜMRANÝYE,MADENLER,98695,5,397,532,621,276,37,900,ÜMRANÝYE,MADENLER,98695,1,7,57,187,0,0,3,12,0,0,1,305,934,8,252,0.008565310492505354
901,ÜMRANÝYE,MEHMET AKÝF,98696,5,165,507,136,375,166,901,ÜMRANÝYE,MEHMET AKÝF,98696,0,2,19,110,0,0,2,8,0,0,0,226,677,2,131,0.0029542097488921715
902,ÜMRANÝYE,NAMIK KEMAL,40736,366,631,553,656,862,32,902,ÜMRANÝYE,NAMIK KEMAL,40736,2,7,68,283,1,0,8,20,0,0,0,434,1550,9,360,0.005806451612903226
903,ÜMRANÝYE,NECÝP FAZIL,98699,30,1163,790,1362,541,80,903,ÜMRANÝYE,NECÝP FAZIL,98699,9,43,238,532,8,2,24,55,1,1,1,1235,1983,52,822,0.026222894604135148
904,ÜMRANÝYE,PARSELLER,98700,2,679,641,1083,222,17,904,ÜMRANÝYE,PARSELLER,98700,3,18,124,301,1,0,8,22,0,0,1,584,1322,21,446,0.01588502269288956
905,ÜMRANÝYE,SARAY,98701,43,71,254,293,40,35,905,ÜMRANÝYE,SARAY,98701,1,3,24,73,0,0,0,1,0,0,0,24,368,4,101,0.010869565217391304
906,ÜMRANÝYE,SÝTE,98702,276,610,570,986,349,121,906,ÜMRANÝYE,SÝTE,98702,4,17,101,297,2,1,9,26,0,1,1,656,1456,21,419,0.014423076923076924
907,ÜMRANÝYE,ÞERÝFALÝ,98703,7,280,679,508,391,67,907,ÜMRANÝYE,ÞERÝFALÝ,98703,1,5,48,179,0,0,1,4,0,0,1,133,966,6,233,0.006211180124223602
908,ÜMRANÝYE,TANTAVÝ,98704,36,200,191,166,234,27,908,ÜMRANÝYE,TANTAVÝ,98704,1,3,24,83,0,0,2,6,0,0,0,182,427,4,111,0.00936768149882904
909,ÜMRANÝYE,TATLISU,98705,8,260,421,279,221,189,909,ÜMRANÝYE,TATLISU,98705,0,3,24,110,0,0,1,7,0,0,0,223,689,3,137,0.0043541364296081275
910,ÜMRANÝYE,TEPEÜSTÜ,98706,201,499,225,544,364,17,910,ÜMRANÝYE,TEPEÜSTÜ,98706,1,6,50,181,1,0,4,12,0,0,0,262,925,7,238,0.0075675675675675675
911,ÜMRANÝYE,TOPAÐACI,98707,260,2051,611,2868,54,0,911,ÜMRANÝYE,TOPAÐACI,98707,5,32,186,501,0,0,7,23,0,1,1,515,2922,37,724,0.012662559890485968
912,ÜMRANÝYE,YAMANEVLER,98708,163,352,334,404,434,11,912,ÜMRANÝYE,YAMANEVLER,98708,1,5,47,185,0,0,4,13,0,0,0,251,849,6,238,0.007067137809187279
913,ÜMRANÝYE,YUKARI DUDULLU,40741,67,1383,856,1524,762,20,913,ÜMRANÝYE,YUKARI DUDULLU,40741,4,21,159,483,1,0,6,19,1,1,1,539,2306,25,667,0.010841283607979185
914,ÜSKÜDAR,ACIBADEM,40778,268,412,146,92,690,44,914,ÜSKÜDAR,ACIBADEM,40778,2,6,38,185,2,1,13,28,0,0,1,385,826,8,231,0.009685230024213076
915,ÜSKÜDAR,AHMEDÝYE,98664,203,324,69,143,450,3,915,ÜSKÜDAR,AHMEDÝYE,98664,3,7,46,164,3,1,9,18,0,0,0,312,596,10,220,0.016778523489932886
916,ÜSKÜDAR,ALTUNÝZADE,40781,173,461,195,353,413,63,916,ÜSKÜDAR,ALTUNÝZADE,40781,2,8,52,197,1,0,6,16,0,0,1,895,829,10,259,0.012062726176115802
917,ÜSKÜDAR,AZÝZ MAHMUT HÜDAYÝ,98665,416,348,62,394,428,4,917,ÜSKÜDAR,AZÝZ MAHMUT HÜDAYÝ,98665,7,16,93,240,4,2,13,25,0,0,0,171,826,23,356,0.02784503631961259
918,ÜSKÜDAR,BAHÇELÝEVLER,40785,569,1254,417,1944,295,1,918,ÜSKÜDAR,BAHÇELÝEVLER,40785,6,29,154,419,2,1,11,30,0,0,1,395,2240,35,608,0.015625
919,ÜSKÜDAR,BARBAROS,40786,181,400,60,270,349,22,919,ÜSKÜDAR,BARBAROS,40786,2,7,44,152,2,1,8,19,0,0,0,478,641,9,205,0.014040561622464899
920,ÜSKÜDAR,BEYLERBEYÝ,40787,540,215,157,773,139,0,920,ÜSKÜDAR,BEYLERBEYÝ,40787,4,14,98,218,0,0,4,13,0,0,0,330,912,18,334,0.019736842105263157
921,ÜSKÜDAR,BULGURLU,40788,124,1076,160,386,928,46,921,ÜSKÜDAR,BULGURLU,40788,1,5,51,253,1,0,6,18,0,0,0,627,1360,6,310,0.004411764705882353
922,ÜSKÜDAR,BURHANÝYE,40789,501,831,332,1153,510,1,922,ÜSKÜDAR,BURHANÝYE,40789,4,17,132,364,1,0,10,24,0,0,1,605,1664,21,517,0.012620192307692308
923,ÜSKÜDAR,CUMHURÝYET,40790,230,1119,523,460,1390,22,923,ÜSKÜDAR,CUMHURÝYET,40790,3,8,84,386,2,1,11,28,0,1,1,693,1872,11,481,0.005876068376068376
924,ÜSKÜDAR,ÇENGELKÖY,98666,713,847,259,1432,384,3,924,ÜSKÜDAR,ÇENGELKÖY,98666,7,24,171,402,2,1,11,27,1,0,1,320,1819,31,604,0.017042330951072018
925,ÜSKÜDAR,FERAH,40794,204,775,315,815,479,0,925,ÜSKÜDAR,FERAH,40794,6,23,149,358,5,3,19,42,1,0,1,332,1294,29,536,0.02241112828438949
926,ÜSKÜDAR,GÜZELTEPE,40797,423,727,251,1092,308,1,926,ÜSKÜDAR,GÜZELTEPE,40797,3,12,106,283,1,0,6,17,0,0,0,168,1401,15,404,0.010706638115631691
927,ÜSKÜDAR,ÝCADÝYE,40802,685,580,97,478,883,1,927,ÜSKÜDAR,ÝCADÝYE,40802,6,17,106,341,5,1,15,31,0,0,0,782,1362,23,470,0.016886930983847283
928,ÜSKÜDAR,KANDÝLLÝ,40806,211,279,86,554,22,0,928,ÜSKÜDAR,KANDÝLLÝ,40806,1,6,47,113,0,0,0,1,0,0,0,159,576,7,167,0.012152777777777778
929,ÜSKÜDAR,KISIKLI,40809,256,991,315,938,611,13,929,ÜSKÜDAR,KISIKLI,40809,4,17,128,373,2,1,10,27,1,1,1,471,1562,21,522,0.013444302176696543
930,ÜSKÜDAR,KÝRAZLITEPE,40808,733,580,191,1361,143,0,930,ÜSKÜDAR,KÝRAZLITEPE,40808,6,24,158,351,3,2,14,31,0,0,0,120,1504,30,539,0.0199468085106383
931,ÜSKÜDAR,KULELÝ,40810,251,188,36,461,14,0,931,ÜSKÜDAR,KULELÝ,40810,1,6,37,93,0,0,0,4,0,0,0,172,475,7,137,0.014736842105263158
932,ÜSKÜDAR,KUZGUNCUK,40811,304,574,184,935,127,0,932,ÜSKÜDAR,KUZGUNCUK,40811,4,16,109,264,1,0,5,11,0,0,0,268,1062,20,393,0.018832391713747645
933,ÜSKÜDAR,KÜÇÜKÇAMLICA,98667,243,790,458,1267,222,2,933,ÜSKÜDAR,KÜÇÜKÇAMLICA,98667,5,24,157,364,0,0,7,25,1,1,1,466,1491,29,550,0.019450033534540577
934,ÜSKÜDAR,KÜÇÜKSU,40812,291,904,239,1056,377,1,934,ÜSKÜDAR,KÜÇÜKSU,40812,3,13,100,276,1,0,4,18,0,0,1,358,1434,16,392,0.011157601115760111
935,ÜSKÜDAR,KÜPLÜCE,40813,717,744,148,1201,408,0,935,ÜSKÜDAR,KÜPLÜCE,40813,5,17,142,357,2,1,11,26,0,0,1,228,1609,22,521,0.013673088875077687
936,ÜSKÜDAR,MEHMET AKÝF ERSOY,40814,578,1045,300,1574,341,8,936,ÜSKÜDAR,MEHMET AKÝF ERSOY,40814,5,22,168,416,3,1,13,32,0,0,1,308,1923,27,611,0.014040561622464899
937,ÜSKÜDAR,MÝMAR SÝNAN,98668,493,412,143,522,524,2,937,ÜSKÜDAR,MÝMAR SÝNAN,98668,12,27,131,342,11,6,29,58,0,0,1,722,1048,39,512,0.03721374045801527
938,ÜSKÜDAR,MURATREÝS,40815,520,320,159,401,597,1,938,ÜSKÜDAR,MURATREÝS,40815,4,11,67,259,6,3,16,32,0,0,0,420,999,15,341,0.015015015015015015
