_id,ilce_adi,mahalle_adi,mahalle_uavt,1980_oncesi,1980-2000_arasi,2000_sonrasi,1-4 kat_arasi,5-9 kat_arasi,9-19 kat_arasi
738,SÝLÝVRÝ,SANCAKTEPE,40931,17,1172,914,1996,102,5
739,SÝLÝVRÝ,SAYALAR,191859,0,319,251,570,0,0
740,SÝLÝVRÝ,SELÝMPAÞA,40940,0,1371,3583,4723,231,0
741,SÝLÝVRÝ,SEMÝZKUMLAR,40926,0,2739,2671,5369,39,2
742,SÝLÝVRÝ,SEYMEN,191841,0,562,340,895,7,0
743,SÝLÝVRÝ,YENÝ,40921,0,751,1085,1385,348,103
744,SÝLÝVRÝ,YOLÇATI,40932,0,302,124,426,0,0
745,SULTANBEYLÝ,ABDURRAHMANGAZÝ,40949,117,2143,669,2481,436,12
746,SULTANBEYLÝ,ADÝL,40943,2,719,538,939,290,30
747,SULTANBEYLÝ,AHMET YESEVÝ,40942,22,2165,619,2407,392,7
748,SULTANBEYLÝ,AKÞEMSETTÝN,40956,1,944,681,1534,92,0
749,SULTANBEYLÝ,BATTALGAZÝ,40944,3,2151,1213,3007,345,15
750,SULTANBEYLÝ,FATÝH,40951,0,1702,416,1970,148,0
751,SULTANBEYLÝ,HAMÝDÝYE,40952,3,1923,786,2572,140,0
752,SULTANBEYLÝ,HASANPAÞA,40948,5,1112,651,1512,248,8
753,SULTANBEYLÝ,MECÝDÝYE,40945,12,1828,646,2230,254,2
754,SULTANBEYLÝ,MEHMET AKÝF,40950,265,1791,733,2298,487,4
755,SULTANBEYLÝ,MÝMAR SÝNAN,40946,1,1100,1184,2150,121,14
756,SULTANBEYLÝ,NECÝP FAZIL,40954,0,1174,797,1900,70,1
757,SULTANBEYLÝ,ORHANGAZÝ,40955,0,1034,556,1538,52,0
758,SULTANBEYLÝ,TURGUT REÝS,40947,27,1368,463,1513,344,1
759,SULTANBEYLÝ,YAVUZ SELÝM,40953,0,1662,685,2268,79,0
760,SULTANGAZÝ,50. YIL,40471,212,2975,926,1346,2765,2
761,SULTANGAZÝ,75. YIL,40467,207,529,676,341,1071,0
762,SULTANGAZÝ,CEBECÝ,40474,512,2700,1307,2258,2258,3
763,SULTANGAZÝ,CUMHURÝYET,40465,61,423,193,170,507,0
764,SULTANGAZÝ,ESENTEPE,40470,95,2026,1414,1552,1978,5
765,SULTANGAZÝ,ESKÝ HABÝPLER,40356,117,257,395,601,148,20
766,SULTANGAZÝ,GAZÝ,40469,764,673,650,1290,797,0
767,SULTANGAZÝ,HABÝBLER,40477,161,891,851,1877,24,2
768,SULTANGAZÝ,ÝSMETPAÞA,40475,399,1735,911,1047,1996,2
769,SULTANGAZÝ,MALKOÇOÐLU,40476,1,531,236,279,489,0
770,SULTANGAZÝ,SULTANÇÝFTLÝÐÝ,40472,385,1143,675,813,1388,2
771,SULTANGAZÝ,UÐUR MUMCU,40473,421,1398,738,951,1598,8
772,SULTANGAZÝ,YAYLA,40377,33,823,491,1307,40,0
773,SULTANGAZÝ,YUNUS EMRE,40466,362,649,905,627,1289,0
774,SULTANGAZÝ,ZÜBEYDE HANIM,40468,772,1668,656,2358,738,0
775,ÞÝLE,AÐAÇDERE,191927,5,60,15,80,0,0
776,ÞÝLE,AÐVA MERKEZ,40961,200,508,151,844,15,0
777,ÞÝLE,AHMETLÝ,191861,20,519,324,846,17,0
778,ÞÝLE,AKÇAKESE,191863,5,338,27,368,2,0
779,ÞÝLE,ALACALI,191947,0,36,512,548,0,0
780,ÞÝLE,AVCIKORU,191949,29,72,26,127,0,0
781,ÞÝLE,BALÝBEY,40960,47,939,831,1781,36,0
782,ÞÝLE,BIÇKIDERE,191951,37,130,18,185,0,0
783,ÞÝLE,BOZGOCA,16785,4,79,13,96,0,0
784,ÞÝLE,BUCAKLI,191897,38,208,39,284,1,0
785,ÞÝLE,ÇATAKLI,191899,47,46,25,118,0,0
786,ÞÝLE,ÇAVUÞ,40959,171,1156,451,1586,192,0
787,ÞÝLE,ÇAYIRBAÞI,191867,0,415,148,557,6,0
788,ÞÝLE,ÇELEBÝ,191901,0,114,39,153,0,0
789,ÞÝLE,ÇENGÝLLÝ,191929,0,95,12,107,0,0
790,ÞÝLE,DARLIK,191869,0,42,17,59,0,0
791,ÞÝLE,DEÐÝRMENÇAYIRI,191931,0,225,101,326,0,0
792,ÞÝLE,DOÐANCILI,191953,0,0,714,710,4,0
793,ÞÝLE,ERENLER,191871,0,41,6,47,0,0
794,ÞÝLE,ESENCELÝ,191955,8,25,16,49,0,0
795,ÞÝLE,GEREDELÝ,191903,24,454,103,581,0,0
796,ÞÝLE,GÖÇE,191905,62,213,63,337,1,0
797,ÞÝLE,GÖKMAÞLI,16807,49,94,8,151,0,0
798,ÞÝLE,GÖKSU,191909,48,130,24,202,0,0
799,ÞÝLE,HACI KASIM,40958,82,173,19,240,34,0
800,ÞÝLE,HACILLI,191911,4,101,18,123,0,0
801,ÞÝLE,HASANLI,191933,1,122,33,156,0,0
802,ÞÝLE,ÝMRENDERE,191873,0,384,29,411,2,0
803,ÞÝLE,ÝMRENLÝ,191875,7,358,126,487,4,0
804,ÞÝLE,ÝSAKÖY,191913,45,51,30,126,0,0
805,ÞÝLE,KABAKOZ,191877,7,444,185,631,5,0
806,ÞÝLE,KADIKÖY,191915,0,83,11,94,0,0
807,ÞÝLE,KALEM,191917,55,116,26,197,0,0
808,ÞÝLE,KARABEYLÝ,191879,1,116,15,131,1,0
809,ÞÝLE,KARACAKÖY,191881,4,205,61,268,2,0
810,ÞÝLE,KARAKÝRAZ,191957,12,182,45,239,0,0
811,ÞÝLE,KARAMANDERE,191883,6,127,26,159,0,0
812,ÞÝLE,KERVANSARAY,191959,15,118,24,157,0,0
813,ÞÝLE,KIZILCA,191885,140,158,83,370,11,0
814,ÞÝLE,KORUCU,191887,3,105,22,130,0,0
815,ÞÝLE,KÖMÜRLÜK,191961,27,72,12,111,0,0
816,ÞÝLE,KUMBABA,40957,0,717,422,1137,2,0
817,ÞÝLE,KURFALLI,191919,0,50,236,285,1,0
818,ÞÝLE,KURNA,191963,16,201,37,253,1,0
819,ÞÝLE,MEÞRUTÝYET,191889,2,262,109,364,9,0
820,ÞÝLE,ORUÇOÐLU,191965,47,124,22,193,0,0
821,ÞÝLE,OSMANKÖY,191935,6,118,14,138,0,0
822,ÞÝLE,OVACIK,191891,2,71,24,97,0,0
823,ÞÝLE,SAHÝLKÖY,191967,4,10,977,991,0,0
824,ÞÝLE,SATMAZLI,191893,3,196,42,241,0,0
825,ÞÝLE,SOFULAR,191969,12,125,72,209,0,0
826,ÞÝLE,SOÐULLU,191921,68,59,8,135,0,0
827,ÞÝLE,SORTULLU,191937,0,48,4,52,0,0
828,ÞÝLE,ÞUAYÝPLÝ,191923,37,69,125,231,0,0
829,ÞÝLE,TEKE,16816,3,226,36,265,0,0
830,ÞÝLE,ULUPELÝT,191971,0,139,29,168,0,0
831,ÞÝLE,ÜVEZLÝ,191973,5,161,84,250,0,0
832,ÞÝLE,YAKA,191939,0,85,18,103,0,0
833,ÞÝLE,YAYLALI,191941,0,48,9,56,1,0
834,ÞÝLE,YAZIMANAYIR,191943,4,107,11,122,0,0
835,ÞÝLE,YENÝKÖY,191895,0,142,15,156,1,0
836,ÞÝLE,YEÞÝLVADÝ,191945,5,111,20,136,0,0
837,ÞÝÞLÝ,19.May,40685,389,190,49,90,437,101
838,ÞÝÞLÝ,BOZKURT,40687,480,377,32,148,710,31
839,ÞÝÞLÝ,CUMHURÝYET,40688,278,241,56,94,425,56
840,ÞÝÞLÝ,DUATEPE,40689,264,291,18,69,496,8
841,ÞÝÞLÝ,ERGENEKON,40690,165,272,22,193,190,76
842,ÞÝÞLÝ,ESENTEPE,40691,486,194,88,319,351,98
843,ÞÝÞLÝ,ESKÝÞEHÝR,40692,502,523,97,510,595,17
844,ÞÝÞLÝ,FERÝKÖY,40693,383,377,88,148,693,7
845,ÞÝÞLÝ,FULYA,40694,426,379,63,126,656,86
846,ÞÝÞLÝ,GÜLBAHAR,40695,437,429,89,216,618,121
847,ÞÝÞLÝ,HALASKARGAZÝ,40698,230,91,34,55,261,39
848,ÞÝÞLÝ,HALÝDE EDÝP ADIVAR,40696,240,454,90,210,537,37
849,ÞÝÞLÝ,HALÝL RIFAT PAÞA,40697,83,249,49,258,123,0
850,ÞÝÞLÝ,HARBÝYE,40699,142,129,53,116,159,49
851,ÞÝÞLÝ,ÝNÖNÜ,40711,411,320,56,470,270,47
852,ÞÝÞLÝ,ÝZZET PAÞA,40712,345,242,16,199,389,15
853,ÞÝÞLÝ,KAPTANPAÞA,40701,49,30,22,54,23,24
854,ÞÝÞLÝ,KUÞTEPE,40702,993,701,66,1335,404,21
855,ÞÝÞLÝ,MAHMUT ÞEVKET PAÞA,40703,606,502,40,335,795,18
856,ÞÝÞLÝ,MECÝDÝYEKÖY,40705,612,437,46,306,694,95
857,ÞÝÞLÝ,MERKEZ,40706,839,451,89,301,1007,71
858,ÞÝÞLÝ,MEÞRUTÝYET,40707,600,300,41,96,764,81
859,ÞÝÞLÝ,PAÞA,40708,682,618,221,891,623,7
860,ÞÝÞLÝ,TEÞVÝKÝYE,40709,449,369,58,145,656,75
861,ÞÝÞLÝ,YAYLA,40710,510,321,118,553,391,5
862,TUZLA,AKFIRAT,40725,0,0,480,475,5,0
863,TUZLA,ANADOLU,40730,0,40,160,193,7,0
864,TUZLA,AYDINLI,40720,158,2730,2258,4130,844,172
865,TUZLA,AYDINTEPE,40717,140,699,615,744,592,118
866,TUZLA,CAMÝ,40724,170,457,283,809,100,1
867,TUZLA,EVLÝYA ÇELEBÝ,40718,88,590,554,871,360,1
868,TUZLA,FATÝH,40731,0,61,271,303,29,0
869,TUZLA,ÝÇMELER,40716,269,713,198,908,271,1
870,TUZLA,ÝSTASYON,40723,301,398,664,894,469,0
871,TUZLA,MESCÝT,40732,13,41,638,625,67,0
872,TUZLA,MÝMAR SÝNAN,40721,240,1582,490,1998,262,52
873,TUZLA,ORHANLI,40728,81,89,1675,1693,148,4
874,TUZLA,ORTA,40729,2,11,967,762,216,2
875,TUZLA,POSTANE,40719,719,1416,1223,3061,288,9
876,TUZLA,ÞÝFA,40722,234,1538,584,1844,483,29
877,TUZLA,TEPEÖREN,40726,78,188,2515,2699,81,1
878,TUZLA,YAYLA,40715,387,583,740,1105,598,7
879,ÜMRANÝYE,ADEM YAVUZ,98684,390,927,342,1383,254,22
880,ÜMRANÝYE,ALTINÞEHÝR,98685,180,1020,647,938,895,14
881,ÜMRANÝYE,ARMAÐANEVLER,98686,240,499,947,562,1002,122
882,ÜMRANÝYE,AÞAÐI DUDULLU,40742,111,845,408,1113,224,27
883,ÜMRANÝYE,ATAKENT,40748,24,548,416,656,290,42
884,ÜMRANÝYE,ATATÜRK,40735,366,518,465,519,770,60
885,ÜMRANÝYE,CEMÝL MERÝÇ,98688,325,2024,531,2618,241,21
886,ÜMRANÝYE,ÇAKMAK,40738,150,464,908,394,1071,57
887,ÜMRANÝYE,ÇAMLIK,98689,4,344,625,277,613,83
888,ÜMRANÝYE,DUMLUPINAR,98690,276,1674,517,2417,49,1
889,ÜMRANÝYE,ELMALIKENT,98691,90,1589,399,1816,220,42
890,ÜMRANÝYE,ESENEVLER,98692,74,473,610,374,727,56
891,ÜMRANÝYE,ESENKENT,98709,40,997,1017,1434,601,19
892,ÜMRANÝYE,ESENÞEHÝR,40747,157,894,601,1077,553,22
893,ÜMRANÝYE,FATÝH SULTAN MEHMET,98693,15,57,147,107,94,18
894,ÜMRANÝYE,HEKÝMBAÞI,40744,197,1140,360,1678,18,1
895,ÜMRANÝYE,HUZUR,98694,37,798,395,1089,137,4
896,ÜMRANÝYE,IHLAMURKUYU,40745,398,846,402,1249,379,18
897,ÜMRANÝYE,ÝNKILAP,40737,240,1498,755,2020,379,94
898,ÜMRANÝYE,ÝSTÝKLAL,40739,103,918,827,505,1266,77
899,ÜMRANÝYE,KAZIM KARABEKÝR,40743,562,1465,402,2243,183,3
900,ÜMRANÝYE,MADENLER,98695,5,397,532,621,276,37
901,ÜMRANÝYE,MEHMET AKÝF,98696,5,165,507,136,375,166
902,ÜMRANÝYE,NAMIK KEMAL,40736,366,631,553,656,862,32
903,ÜMRANÝYE,NECÝP FAZIL,98699,30,1163,790,1362,541,80
904,ÜMRANÝYE,PARSELLER,98700,2,679,641,1083,222,17
905,ÜMRANÝYE,SARAY,98701,43,71,254,293,40,35
906,ÜMRANÝYE,SÝTE,98702,276,610,570,986,349,121
907,ÜMRANÝYE,ÞERÝFALÝ,98703,7,280,679,508,391,67
908,ÜMRANÝYE,TANTAVÝ,98704,36,200,191,166,234,27
909,ÜMRANÝYE,TATLISU,98705,8,260,421,279,221,189
910,ÜMRANÝYE,TEPEÜSTÜ,98706,201,499,225,544,364,17
911,ÜMRANÝYE,TOPAÐACI,98707,260,2051,611,2868,54,0
912,ÜMRANÝYE,YAMANEVLER,98708,163,352,334,404,434,11
913,ÜMRANÝYE,YUKARI DUDULLU,40741,67,1383,856,1524,762,20
914,ÜSKÜDAR,ACIBADEM,40778,268,412,146,92,690,44
915,ÜSKÜDAR,AHMEDÝYE,98664,203,324,69,143,450,3
916,ÜSKÜDAR,ALTUNÝZADE,40781,173,461,195,353,413,63
917,ÜSKÜDAR,AZÝZ MAHMUT HÜDAYÝ,98665,416,348,62,394,428,4
918,ÜSKÜDAR,BAHÇELÝEVLER,40785,569,1254,417,1944,295,1
919,ÜSKÜDAR,BARBAROS,40786,181,400,60,270,349,22
920,ÜSKÜDAR,BEYLERBEYÝ,40787,540,215,157,773,139,0
921,ÜSKÜDAR,BULGURLU,40788,124,1076,160,386,928,46
922,ÜSKÜDAR,BURHANÝYE,40789,501,831,332,1153,510,1
923,ÜSKÜDAR,CUMHURÝYET,40790,230,1119,523,460,1390,22
924,ÜSKÜDAR,ÇENGELKÖY,98666,713,847,259,1432,384,3
925,ÜSKÜDAR,FERAH,40794,204,775,315,815,479,0
926,ÜSKÜDAR,GÜZELTEPE,40797,423,727,251,1092,308,1
927,ÜSKÜDAR,ÝCADÝYE,40802,685,580,97,478,883,1
928,ÜSKÜDAR,KANDÝLLÝ,40806,211,279,86,554,22,0
929,ÜSKÜDAR,KISIKLI,40809,256,991,315,938,611,13
930,ÜSKÜDAR,KÝRAZLITEPE,40808,733,580,191,1361,143,0
931,ÜSKÜDAR,KULELÝ,40810,251,188,36,461,14,0
932,ÜSKÜDAR,KUZGUNCUK,40811,304,574,184,935,127,0
933,ÜSKÜDAR,KÜÇÜKÇAMLICA,98667,243,790,458,1267,222,2
934,ÜSKÜDAR,KÜÇÜKSU,40812,291,904,239,1056,377,1
935,ÜSKÜDAR,KÜPLÜCE,40813,717,744,148,1201,408,0
936,ÜSKÜDAR,MEHMET AKÝF ERSOY,40814,578,1045,300,1574,341,8
937,ÜSKÜDAR,MÝMAR SÝNAN,98668,493,412,143,522,524,2
938,ÜSKÜDAR,MURATREÝS,40815,520,320,159,401,597,1
939,ÜSKÜDAR,SALACAK,40804,475,247,49,252,518,1
940,ÜSKÜDAR,SELAMÝ ALÝ,40819,378,276,128,188,591,3
941,ÜSKÜDAR,SELÝMÝYE,40820,443,236,100,396,372,11
942,ÜSKÜDAR,SULTANTEPE,98669,468,222,47,198,538,1
943,ÜSKÜDAR,ÜNALAN,40827,953,1059,190,1239,805,158
944,ÜSKÜDAR,VALÝDE-Ý ATÝK,40828,576,475,163,291,922,1
945,ÜSKÜDAR,YAVUZTÜRK,40830,496,2354,372,2804,387,31
946,ÜSKÜDAR,ZEYNEP KAMÝL,98670,248,424,27,112,586,1
947,ZEYTÝNBURNU,BEÞTELSÝZ,40838,361,880,309,482,1058,10
948,ZEYTÝNBURNU,ÇIRPICI,40837,381,759,311,464,986,1
949,ZEYTÝNBURNU,GÖKALP,40834,116,716,243,218,856,1
950,ZEYTÝNBURNU,KAZLIÇEÞME,40840,111,171,240,449,60,13
951,ZEYTÝNBURNU,MALTEPE,40843,450,927,185,1228,269,65
952,ZEYTÝNBURNU,MERKEZEFENDÝ,40842,182,625,162,469,469,31
953,ZEYTÝNBURNU,NURÝPAÞA,40832,43,1017,183,251,991,1
954,ZEYTÝNBURNU,SEYÝTNÝZAM,40841,157,1024,372,839,672,42
955,ZEYTÝNBURNU,SÜMER,40831,53,1025,223,252,989,60
956,ZEYTÝNBURNU,TELSÝZ,40839,567,763,710,596,1443,1
957,ZEYTÝNBURNU,VELÝEFENDÝ,40836,92,1020,185,418,879,0
958,ZEYTÝNBURNU,YENÝDOÐAN,40833,31,450,67,109,438,1
959,ZEYTÝNBURNU,YEÞÝLTEPE,40835,50,726,113,203,685,1
